OP;descripcionCliente;descripcionProducto;cantidad;fechaEntrega;OT;codmp;codigoProducto;cantOT;fechaEmision;codMaq;subID;camposTexto;saccod1;alto;ventana
FAM 52379;;FS*1 BOLSA OFFSET PRECISION 80 GRS 162X229 CONFECC (128040);50000.0;2025-01-02;128040;MAQ330;6674CF;50000.0;2025-01-02;330;128040;(52379) 6674CF-FS*1 BOLSA OFFSET PRECISION 80 GRS 162X229 CONFECC CANT:50000;;0;0
FAM 52380;;FS*1 BSA.OBRA PRIMERA. 16.2 X 22.9 (128044);75000.0;2025-01-02;128044;MAQ330;2684;75000.0;2025-01-02;330;128044;(52380) 2684-FS*1 BSA.OBRA PRIMERA. 16.2 X 22.9 CANT:75000;;162;0
FAM 52381;;10 PQ (2524) BOLSAS X 100 MAN. REC. 16,2X22,9 (128048);150000.0;2025-01-02;128048;MAQ903;6524;150000.0;2025-01-02;903;128048;(52381) 6524-10 PQ (2524) BOLSAS X 100 MAN. REC. 16,2X22,9 CANT:150000;;162;0
FAM 52381;;BOLSA KRAFT 70 GRS 162X229 CONFECCIONADA (128047);150000.0;2025-01-02;128047;MAQ360;6524CF;150000.0;2025-01-02;360;128047;(52381) 6524CF-BOLSA KRAFT 70 GRS 162X229 CONFECCIONADA CANT:150000;;0;0
FAM 52382;;10 PQ (2624) BOLSAS X100 MANILA 16,2X22,9 CM (128054);100000.0;2025-01-02;128054;MAQ903;6624;100000.0;2025-01-02;903;128054;(52382) 6624-10 PQ (2624) BOLSAS X100 MANILA 16,2X22,9 CM CANT:100000;;162;0
FAM 52382;;BOLSA MANILA 70 GRS 162X229 CONFECCIONADA (128052);100000.0;2025-01-02;128052;MAQ360;6624CF;100000.0;2025-01-02;360;128052;(52382) 6624CF-BOLSA MANILA 70 GRS 162X229 CONFECCIONADA CANT:100000;;162;0
FAM 52383;;BSA.MAN. 16.2 X 22.9 (128057);25000.0;2025-01-02;128057;MAQ360;2664;25000.0;2025-01-02;360;128057;(52383) 2664-BSA.MAN. 16.2 X 22.9 CANT:25000;;162;0
FAM 52384;;10 PQ (2530) BOLSAS X 100 MAN. REC. 30,0X40,0 (128061);50000.0;2025-01-02;128061;MAQ903;6530;50000.0;2025-01-02;903;128061;(52384) 6530-10 PQ (2530) BOLSAS X 100 MAN. REC. 30,0X40,0 CANT:50000;;300;0
FAM 52384;;BOLSA KRAFT 300X400 CONFECCIONADA (128060);50000.0;2025-01-02;128060;MAQ310;6530CF;50000.0;2025-01-02;310;128060;(52384) 6530CF-BOLSA KRAFT 300X400 CONFECCIONADA CANT:50000;;0;0
FAM 52385;;BSA.MAN. 30.0 X 40.0 (128064);62500.0;2025-01-02;128064;MAQ310;2670;62500.0;2025-01-02;310;128064;(52385) 2670-BSA.MAN. 30.0 X 40.0 CANT:62500;;300;0
FAM 52386;;10 PQ (2530) BOLSAS X 100 MAN. REC. 30,0X40,0 (128068);100000.0;2025-01-02;128068;MAQ903;6530;100000.0;2025-01-02;903;128068;(52386) 6530-10 PQ (2530) BOLSAS X 100 MAN. REC. 30,0X40,0 CANT:100000;;300;0
FAM 52386;;BOLSA KRAFT 300X400 CONFECCIONADA (128067);100000.0;2025-01-02;128067;MAQ310;6530CF;100000.0;2025-01-02;310;128067;(52386) 6530CF-BOLSA KRAFT 300X400 CONFECCIONADA CANT:100000;;0;0
FAM 52387;;BSA.MAN. 20.5 X 28.0 (128071);31250.0;2025-01-02;128071;MAQ320;2666;31250.0;2025-01-02;320;128071;(52387) 2666-BSA.MAN. 20.5 X 28.0 CANT:31250;;205;0
FAM 52388;;10 PQ (2526) BOLSAS X 100 MAN. REC. 20,5X28,0 (128075);45000.0;2025-01-02;128075;MAQ903;6526;45000.0;2025-01-02;903;128075;(52388) 6526-10 PQ (2526) BOLSAS X 100 MAN. REC. 20,5X28,0 CANT:45000;;205;0
FAM 52388;;BOLSA KRAFT 70 GRS 205X280 CONFECCIONADA (128074);45000.0;2025-01-02;128074;MAQ330;6526CF;45000.0;2025-01-02;330;128074;(52388) 6526CF-BOLSA KRAFT 70 GRS 205X280 CONFECCIONADA CANT:45000;;0;0
FAM 52389;;FS*1 10 PQ (2679) BOLSAS X100 OBRA PRIMERA 27,0X37 (128080);50000.0;2025-01-03;128080;MAQ903;6679;50000.0;2025-01-03;903;128080;(52389) 6679-FS*1 10 PQ (2679) BOLSAS X100 OBRA PRIMERA 27,0X37 CANT:50000;;270;0
FAM 52389;;FS*1 BGOLSA OFFSET PRECISION 80 GRS 270X370CM CONF (128078);50000.0;2025-01-03;128078;MAQ249;6679CF;50000.0;2025-01-03;249;128078;(52389) 6679CF-FS*1 BGOLSA OFFSET PRECISION 80 GRS 270X370CM CONF CANT:50000;;0;0
FAM 52390;;FS*1 10 PQ (2677) BOLSAS X100 OBRA PRIMERA 24,0X30 (128085);75000.0;2025-01-03;128085;MAQ903;6677;75000.0;2025-01-03;903;128085;(52390) 6677-FS*1 10 PQ (2677) BOLSAS X100 OBRA PRIMERA 24,0X30 CANT:75000;;240;0
FAM 52390;;FS*1 BOLSA OFFSET PRECISION 80 GRS 240X300 CONFECC (128083);75000.0;2025-01-03;128083;MAQ249;6677CF;75000.0;2025-01-03;249;128083;(52390) 6677CF-FS*1 BOLSA OFFSET PRECISION 80 GRS 240X300 CONFECC CANT:75000;;0;0
FAM 52391;;10 PQ (2527) BOLSAS X 100 MAN. REC.24,0X30,0 (128088);300000.0;2025-01-03;128088;MAQ903;6527;300000.0;2025-01-03;903;128088;(52391) 6527-10 PQ (2527) BOLSAS X 100 MAN. REC.24,0X30,0 CANT:300000;;240;0
FAM 52391;;BOLSA KRAFT 70 GRS 240X300 CONFECCIONADA (128087);300000.0;2025-01-03;128087;MAQ249;6527CF;300000.0;2025-01-03;249;128087;(52391) 6527CF-BOLSA KRAFT 70 GRS 240X300 CONFECCIONADA CANT:300000;;0;0
FAM 52392;;10 PQ (2627) BOLSAS X100 MANILA 24,0X30,0 CM (128093);200000.0;2025-01-03;128093;MAQ903;6627;200000.0;2025-01-03;903;128093;(52392) 6627-10 PQ (2627) BOLSAS X100 MANILA 24,0X30,0 CM CANT:200000;;240;0
FAM 52392;;BOLSA MANILA 70 GRS 240X300 CONFECCIONADA (128091);200000.0;2025-01-03;128091;MAQ249;6627CF;200000.0;2025-01-03;249;128091;(52392) 6627CF-BOLSA MANILA 70 GRS 240X300 CONFECCIONADA CANT:200000;;240;0
FAM 52393;;BSA.MAN. 24.0 X 30.0 CAJA X 250 U (128095);25000.0;2025-01-03;128095;MAQ249;2667;25000.0;2025-01-03;249;128095;(52393) 2667-BSA.MAN. 24.0 X 30.0 CAJA X 250 U CANT:25000;;240;0
FAM 52394;;BOLSA MANILA 240X300 CONFECCIONADA (128098);25000.0;2025-01-03;128098;MAQ249;2727CF;25000.0;2025-01-03;249;128098;(52394) 2727CF-BOLSA MANILA 240X300 CONFECCIONADA CANT:25000;;240;0
FAM 52394;;ETIQUETA BLISTER INTERNA 2727 (128099);1000.0;2025-01-03;128099;MAQ903;ETIQB2727;1000.0;2025-01-03;903;128099;(52394) ETIQB2727-ETIQUETA BLISTER INTERNA 2727 CANT:1000;;0;0
FAM 52395;CFB;CAMIBIO DE FORMATO BOLSAS MAQ 249 (128101);1.0;2025-01-03;128101;MAQ249;ZVCFB249;1.0;2025-01-03;249;128101;(52395) ZVCFB249-CAMIBIO DE FORMATO BOLSAS MAQ 249 CANT:1;;0;0
FAM 52396;;FS*1 BSA.OBRA PRIMERA. 22.9 X 32.4 (128103);150000.0;2025-01-03;128103;MAQ330;2692;150000.0;2025-01-03;330;128103;(52396) 2692-FS*1 BSA.OBRA PRIMERA. 22.9 X 32.4 CANT:150000;;229;0
FAM 52397;;FS*1 10 PQ (2682) BOLSAS X100 OBRA PRIMERA 22,9X32 (128108);100000.0;2025-01-03;128108;MAQ903;6682;100000.0;2025-01-03;903;128108;(52397) 6682-FS*1 10 PQ (2682) BOLSAS X100 OBRA PRIMERA 22,9X32 CANT:100000;;229;0
FAM 52397;;FS*1 BOLSA OFFSET PRECISION 80 GRS 22,9X32,4 CONFE (128106);100000.0;2025-01-03;128106;MAQ330;6682CF;100000.0;2025-01-03;330;128106;(52397) 6682CF-FS*1 BOLSA OFFSET PRECISION 80 GRS 22,9X32,4 CONFE CANT:100000;;0;0
FAM 52398;;BOLSA FUELLE 13X5,5X25. 10 PAQX100 (128110);100000.0;2025-01-06;128110;MAQ396;BFK4;100000.0;2025-01-06;396;128110;(52398) BFK4-BOLSA FUELLE 13X5,5X25. 10 PAQX100 CANT:100000;;130;0
FAM 52399;;BOLSA FUELLE 16,5X5,5X30. 5 PAQX100 (128111);100000.0;2025-01-06;128111;MAQ396;BFK6;100000.0;2025-01-06;396;128111;(52399) BFK6-BOLSA FUELLE 16,5X5,5X30. 5 PAQX100 CANT:100000;;165;0
FAM 52400;;BOLSA FUELLE 13X5,5X31. 10 PAQX100 (128112);300000.0;2025-01-06;128112;MAQ396;BFK5;300000.0;2025-01-06;396;128112;(52400) BFK5-BOLSA FUELLE 13X5,5X31. 10 PAQX100 CANT:300000;;130;0
FAM 52401;;BOLSA FUELLE 15X5,5X22,75. 10 PAQX100 (128113);500000.0;2025-01-06;128113;MAQ396;BFK4A;500000.0;2025-01-06;396;128113;(52401) BFK4A-BOLSA FUELLE 15X5,5X22,75. 10 PAQX100 CANT:500000;;150;0
FAM 52402;;BOLSA FUELLE 15X5,5X37. 5 PAQX100 (128114);200000.0;2025-01-06;128114;MAQ396;BFK6L;200000.0;2025-01-06;396;128114;(52402) BFK6L-BOLSA FUELLE 15X5,5X37. 5 PAQX100 CANT:200000;;150;0
FAM 52403;;BOLSA FUELLE 19X6X34 5 PAQX100 (128115);200000.0;2025-01-06;128115;MAQ396;BFK7;200000.0;2025-01-06;396;128115;(52403) BFK7-BOLSA FUELLE 19X6X34 5 PAQX100 CANT:200000;;190;0
FAM 52406;;PAPEL IMPRESO BOLSA MOSTAZA DELIVERY 200X110X300 (128118);49417.0;2025-01-06;128118;MAQ319;99BFCMOS24FS;49417.0;2025-01-06;319;128118;(52406) 99BFCMOS24FS-PAPEL IMPRESO BOLSA MOSTAZA DELIVERY 200X110X300 CANT:2514;;0;0
FAM 52406;FCM;*4 FSC CJ X 500 BOLSAS MOSTAZA DELIVERY (128119);126000.0;2025-01-06;128119;MAQ401;ZBFCMOS24FS;126000.0;2025-01-06;401;128119;(52406) ZBFCMOS24FS-*4 FSC CJ X 500 BOLSAS MOSTAZA DELIVERY CANT:126000;;200;0
FAM 52407;;PAPEL IMPRESO BOLSA MOSTAZA DELIVERY 200X110X300 (128120);384356.0;2025-01-06;128120;MAQ319;99BFCMOS24FS;384356.0;2025-01-06;319;128120;(52407) 99BFCMOS24FS-PAPEL IMPRESO BOLSA MOSTAZA DELIVERY 200X110X300 CANT:19551;;0;0
FAM 52407;FCM;*4 FSC CJ X 500 BOLSAS MOSTAZA DELIVERY (128121);980000.0;2025-01-06;128121;MAQ401;ZBFCMOS24FS;980000.0;2025-01-06;401;128121;(52407) ZBFCMOS24FS-*4 FSC CJ X 500 BOLSAS MOSTAZA DELIVERY CANT:980000;;200;0
FAM 52408;;TAQ..S/PTTAC.CAJ.X84 (128122);25200.0;2025-01-06;128122;MAQ904;7303;25200.0;2025-01-06;904;128122;(52408) 7303-TAQ..S/PTTAC.CAJ.X84 CANT:25200;;88;0
FAM 52409;;FS*1 TAQ.BLANC  X 84 UN (128123);21000.0;2025-01-06;128123;MAQ904;7301;21000.0;2025-01-06;904;128123;(52409) 7301-FS*1 TAQ.BLANC  X 84 UN CANT:21000;;88;0
FAM 52410;CF1;C.F. a 162 (128124);1.0;2025-01-07;128124;MAQ600;ZVCF162;1.0;2025-01-07;600;128124;(52410) ZVCF162-C.F. a 162 CANT:1;;0;0
FAM 52411;DPB;*1 CJX1250 SOBRES FSC DOCUPRINT BCO FRANCES (128125);300000.0;2025-01-07;128125;MAQ610;ZSDPBBVAFS;300000.0;2025-01-07;610;128125;(52411) ZSDPBBVAFS-*1 CJX1250 SOBRES FSC DOCUPRINT BCO FRANCES CANT:300000;;162;45
FAM 52412;;FS*1 BSA.OBRA PRIMERA. 27.0 X 37.0 (128126);150000.0;2025-01-07;128126;MAQ249;2689;150000.0;2025-01-07;249;128126;(52412) 2689-FS*1 BSA.OBRA PRIMERA. 27.0 X 37.0 CANT:150000;;270;0
FAM 52413;MAC;* CJ X 500 SOBRES MACRO FSC 484 VS-0012 (128127);200000.0;2025-01-07;128127;MAQ600;ZSMAC484FS;200000.0;2025-01-07;600;128127;MACRO 484 FSC (52413) ZSMAC484FS-* CJ X 500 SOBRES MACRO FSC 484 VS-0012 CANT:200000;;120;40
FAM 52414;;FS*1 OF.ING.DE BOB. OBRA 1¦ CAJAS X 500 U (128128);300000.0;2025-01-08;128128;MAQ600;1385;300000.0;2025-01-08;600;128128;(52414) 1385-FS*1 OF.ING.DE BOB. OBRA 1¦ CAJAS X 500 U CANT:300000;;120;0
FAM 52415;;FS*1 12 CAJAS DEL A1395 OBRA PRIMERA (128129);576000.0;2025-01-08;128129;MAQ620;A6395;576000.0;2025-01-08;620;128129;(52415) A6395-FS*1 12 CAJAS DEL A1395 OBRA PRIMERA CANT:576000;;120;0
FAM 52416;;PAPEL IMPRESO BOLSA BIG PONS 260X125X435 (128130);242.0;2025-01-08;128130;MAQ319;99ZBFCBIGP;242.0;2025-01-08;319;128130;(52416) 99ZBFCBIGP-PAPEL IMPRESO BOLSA BIG PONS 260X125X435 CANT:306;;260;0
FAM 52416;FCB;BOLSAS BIG PONS 260X125X435 CONFECCIONADA (128131);9000.0;2025-01-08;128131;MAQ401;ZBFCBIGPCF;9000.0;2025-01-08;401;128131;(52416) ZBFCBIGPCF-BOLSAS BIG PONS 260X125X435 CONFECCIONADA CANT:9000;;260;0
FAM 52416;FCB;PAQ.X 100 BOLSAS KRAFT 26X12.5X37 (128132);500.0;2025-01-08;128132;MAQ903;ZBFCBIGPC7;500.0;2025-01-08;903;128132;(52416) ZBFCBIGPC7-PAQ.X 100 BOLSAS KRAFT 26X12.5X37 CANT:500;;260;0
FAM 52417;;FS*1 10 PQ (2680) BOLSAS X100 OBRA PRIMERA 30,0X40 (128137);20000.0;2025-01-09;128137;MAQ903;6680;20000.0;2025-01-09;903;128137;(52417) 6680-FS*1 10 PQ (2680) BOLSAS X100 OBRA PRIMERA 30,0X40 CANT:20000;;300;0
FAM 52417;;FS*1 BOLSA OFFSET PRECISION 80 GRS 300X400 CONFECC (128135);20000.0;2025-01-09;128135;MAQ310;6680CF;20000.0;2025-01-09;310;128135;(52417) 6680CF-FS*1 BOLSA OFFSET PRECISION 80 GRS 300X400 CONFECC CANT:20000;;0;0
FAM 52418;SAN;CJ X 1250 SOBRES SANTANDER M15 BIO (128138);900000.0;2025-01-09;128138;MAQ600;ZSSANM15B;900000.0;2025-01-09;600;128138;(52418) ZSSANM15B-CJ X 1250 SOBRES SANTANDER M15 BIO CANT:900000;;120;50
FAM 52419;;10 PQ (2528) BOLSAS X 100 MAN. REC. 25,0X35,3 (128143);150000.0;2025-01-10;128143;MAQ903;6528;150000.0;2025-01-10;903;128143;(52419) 6528-10 PQ (2528) BOLSAS X 100 MAN. REC. 25,0X35,3 CANT:150000;;250;0
FAM 52419;;BOLSA KRAFT 70 GRS 250X353 CM CONFECCIONADA (128142);150000.0;2025-01-10;128142;MAQ330;6528CF;150000.0;2025-01-10;330;128142;(52419) 6528CF-BOLSA KRAFT 70 GRS 250X353 CM CONFECCIONADA CANT:150000;;0;0
FAM 52420;;10 PQ (2628) BOLSAS X100 MANILA 25,0X35,3 CM (128149);250000.0;2025-01-10;128149;MAQ903;6628;250000.0;2025-01-10;903;128149;(52420) 6628-10 PQ (2628) BOLSAS X100 MANILA 25,0X35,3 CM CANT:250000;;250;0
FAM 52420;;BOLSA MANILA 70 GRS 250X353 CONFECCIONADA (128147);250000.0;2025-01-10;128147;MAQ330;6628CF;250000.0;2025-01-10;330;128147;(52420) 6628CF-BOLSA MANILA 70 GRS 250X353 CONFECCIONADA CANT:250000;;250;0
FAM 52421;;BSA.MAN. 25.0 X 35.3 CAJA X 250 U (128152);125000.0;2025-01-10;128152;MAQ330;2668;125000.0;2025-01-10;330;128152;(52421) 2668-BSA.MAN. 25.0 X 35.3 CAJA X 250 U CANT:125000;;250;0
FAM 52422;;10 PQ (2528) BOLSAS X 100 MAN. REC. 25,0X35,3 (128156);225000.0;2025-01-10;128156;MAQ903;6528;225000.0;2025-01-10;903;128156;(52422) 6528-10 PQ (2528) BOLSAS X 100 MAN. REC. 25,0X35,3 CANT:225000;;250;0
FAM 52422;;BOLSA KRAFT 70 GRS 250X353 CM CONFECCIONADA (128155);225000.0;2025-01-10;128155;MAQ330;6528CF;225000.0;2025-01-10;330;128155;(52422) 6528CF-BOLSA KRAFT 70 GRS 250X353 CM CONFECCIONADA CANT:225000;;0;0
FAM 52423;;BOLSA MANILA 70 GRS 250X35 CONFECCIONADA (128158);50000.0;2025-01-10;128158;MAQ330;2728CF;50000.0;2025-01-10;330;128158;(52423) 2728CF-BOLSA MANILA 70 GRS 250X35 CONFECCIONADA CANT:50000;;250;0
FAM 52424;;FS*1 BSA.OBRA PRIMERA. 25.0 X 35.3 (128161);65000.0;2025-01-10;128161;MAQ330;2688;65000.0;2025-01-10;330;128161;(52424) 2688-FS*1 BSA.OBRA PRIMERA. 25.0 X 35.3 CANT:65000;;250;0
FAM 52426;;RESMA A4 210X297 COLOR SURTIDO (128163);40000.0;2025-01-10;128163;MAQ100;RA4SU;40000.0;2025-01-10;100;128163;(52426) RA4SU-RESMA A4 210X297 COLOR SURTIDO CANT:40000;;210;0
FAM 52426;;RESMAS A4 210X297 COLOR SURTIDO (128164);40000.0;2025-01-10;128164;MAQ901;RA4SU5;40000.0;2025-01-10;901;128164;(52426) RA4SU5-RESMAS A4 210X297 COLOR SURTIDO CANT:40000;;210;0
FAM 52427;;CJX250 BOLSA FONDO CUAD 160X80X250 PAQX50 (128166);75000.0;2025-01-13;128166;MAQ903;BFC4;75000.0;2025-01-13;903;128166;(52427) BFC4-CJX250 BOLSA FONDO CUAD 160X80X250 PAQX50 CANT:75000;;160;0
FAM 52427;;PAQX50 BOLSA FONDO CUAD 160X80X250 (128165);75000.0;2025-01-13;128165;MAQ401;BFC4P;75000.0;2025-01-13;401;128165;(52427) BFC4P-PAQX50 BOLSA FONDO CUAD 160X80X250 CANT:75000;;160;0
FAM 52428;;FS*1 OF. INGLES DE BOBINA OBRA PRIMERA (128168);250000.0;2025-01-13;128168;MAQ620;A1386;250000.0;2025-01-13;620;128168;(52428) A1386-FS*1 OF. INGLES DE BOBINA OBRA PRIMERA CANT:250000;;120;40
FAM 52429;;FS*1 OF.INGLES DE BOBINA 90GR OBRA PRIMERA (128169);200000.0;2025-01-13;128169;MAQ600;A1395;200000.0;2025-01-13;600;128169;(52429) A1395-FS*1 OF.INGLES DE BOBINA 90GR OBRA PRIMERA CANT:200000;;120;0
FAM 52430;;FS*1 12 CAJAS ARTICULO 1385 OBRA PRIMERA (128170);288000.0;2025-01-13;128170;MAQ600;6385;288000.0;2025-01-13;600;128170;(52430) 6385-FS*1 12 CAJAS ARTICULO 1385 OBRA PRIMERA CANT:288000;;120;0
FAM 52431;;CJX250 BOLSA FONDO CUAD 260X125X375 PAQX50 (128172);100000.0;2025-01-13;128172;MAQ903;BFC7;100000.0;2025-01-13;903;128172;(52431) BFC7-CJX250 BOLSA FONDO CUAD 260X125X375 PAQX50 CANT:100000;;260;0
FAM 52431;;PAQX50 BOLSA FONDO CUAD  260X125X375 (128171);100000.0;2025-01-13;128171;MAQ401;BFC7P;100000.0;2025-01-13;401;128171;(52431) BFC7P-PAQX50 BOLSA FONDO CUAD  260X125X375 CANT:100000;;260;0
FAM 52432;;BOBINA IMPRESA 28 CM BOLSA FUELLE FAN DE PAN 2L (128173);13648.0;2025-01-13;128173;MAQ319;99ZBKTE2LFDP;13648.0;2025-01-13;319;128173;(52432) 99ZBKTE2LFDP-BOBINA IMPRESA 28 CM BOLSA FUELLE FAN DE PAN 2L CANT:183;;90;0
FAM 52432;KTE;CJ X 1000 BOLSAS 9X4X24.75  2L FAN DE PAN (128174);50000.0;2025-01-13;128174;MAQ396;ZBKTE2LFDP;50000.0;2025-01-13;396;128174;(52432) ZBKTE2LFDP-CJ X 1000 BOLSAS 9X4X24.75  2L FAN DE PAN CANT:50000;;90;0
FAM 52434;;FS*1 250 SOBRES CD 127X127 OBRA PRIMERA (128179);300000.0;2025-01-15;128179;MAQ550;1105;300000.0;2025-01-15;550;128179;(52434) 1105-FS*1 250 SOBRES CD 127X127 OBRA PRIMERA CANT:300000;;127;0
FAM 52435;;FS*1 SOB.CD C/V      127 X 127 OBRA PRIMERA (128181);50000.0;2025-01-15;128181;MAQ550;1106;50000.0;2025-01-15;550;128181;(52435) 1106-FS*1 SOB.CD C/V      127 X 127 OBRA PRIMERA CANT:50000;;127;95
FAM 52436;;FS*1 SOB.RET.2 DE BOBINA OBRA PRIMERA (128183);150000.0;2025-01-15;128183;MAQ550;1012;150000.0;2025-01-15;550;128183;(52436) 1012-FS*1 SOB.RET.2 DE BOBINA OBRA PRIMERA CANT:150000;;150;0
FAM 52437;;FS*1 OF.ING.DE BOB. OBRA 1¦ CAJAS X 500 U (128184);200000.0;2025-01-15;128184;MAQ600;1385;200000.0;2025-01-15;600;128184;(52437) 1385-FS*1 OF.ING.DE BOB. OBRA 1¦ CAJAS X 500 U CANT:200000;;120;0
FAM 52438;;FS*1 18 CAJAS DEL ART.1500 OBRA PRIMERA (128186);648000.0;2025-01-15;128186;MAQ600;6500;648000.0;2025-01-15;600;128186;(52438) 6500-FS*1 18 CAJAS DEL ART.1500 OBRA PRIMERA CANT:648000;;114;0
FAM 52439;;FS*1 11.4 X 16.2 COM. OBRA. CAJA X 500 U (128188);400000.0;2025-01-15;128188;MAQ600;1500;400000.0;2025-01-15;600;128188;(52439) 1500-FS*1 11.4 X 16.2 COM. OBRA. CAJA X 500 U CANT:400000;;114;0
FAM 52440;;FS*1 S.F.L.X50 11.4X16.2 OBRA PRIMERA (128190);50000.0;2025-01-15;128190;MAQ903;1578;50000.0;2025-01-15;903;128190;1578 (52440) 1578-FS*1 S.F.L.X50 11.4X16.2 OBRA PRIMERA CANT:50000;;114;0
FAM 52440;;SOBRE OFFSET PRECISION 3 GRS 114X162 CONFECCIONADO (128189);50000.0;2025-01-15;128189;MAQ600;1578CF;50000.0;2025-01-15;600;128189;(52440) 1578CF-SOBRE OFFSET PRECISION 3 GRS 114X162 CONFECCIONADO CANT:50000;;114;0
FAM 52441;;FS*1 COMERCIAL DE BOBINA OBRA PRIMERA (128192);150000.0;2025-01-15;128192;MAQ600;1585;150000.0;2025-01-15;600;128192;1585 (52441) 1585-FS*1 COMERCIAL DE BOBINA OBRA PRIMERA CANT:150000;;114;0
FAM 52442;;FS*1 COMERCIAL DE BOBINA  90G. OBRA PRIMERA (128194);200000.0;2025-01-15;128194;MAQ600;1595;200000.0;2025-01-15;600;128194;(52442) 1595-FS*1 COMERCIAL DE BOBINA  90G. OBRA PRIMERA CANT:200000;;114;0
FAM 52443;;SOBRE OBRA PRIMERA 114X162 CONFECCIONAD (128196);200000.0;2025-01-15;128196;MAQ600;1670CF;200000.0;2025-01-15;600;128196;(52443) 1670CF-SOBRE OBRA PRIMERA 114X162 CONFECCIONAD CANT:200000;;114;0
FAM 52444;;10 PQ (2532) BOLSAS X 100 MAN. REC. 22,9X32,4 (128201);100000.0;2025-01-15;128201;MAQ903;6532;100000.0;2025-01-15;903;128201;(52444) 6532-10 PQ (2532) BOLSAS X 100 MAN. REC. 22,9X32,4 CANT:100000;;229;0
FAM 52444;;BOLSA KRAFT 70 GRS 229X324 CONFECCIONADA (128200);100000.0;2025-01-15;128200;MAQ330;6532CF;100000.0;2025-01-15;330;128200;(52444) 6532CF-BOLSA KRAFT 70 GRS 229X324 CONFECCIONADA CANT:100000;;0;0
FAM 52445;;10 PQ (2632) BOLSAS X100 MANILA 22,9X32,4 CM (128207);100000.0;2025-01-15;128207;MAQ903;6632;100000.0;2025-01-15;903;128207;(52445) 6632-10 PQ (2632) BOLSAS X100 MANILA 22,9X32,4 CM CANT:100000;;229;0
FAM 52445;;BOLSA MANILA 70 GRS 229X324 CONFECCIONADA (128205);100000.0;2025-01-15;128205;MAQ330;6632CF;100000.0;2025-01-15;330;128205;(52445) 6632CF-BOLSA MANILA 70 GRS 229X324 CONFECCIONADA CANT:100000;;0;0
FAM 52446;;BSA.MAN. 22.9 X 32.4 CAJA X 250 U (128210);100000.0;2025-01-15;128210;MAQ330;2672;100000.0;2025-01-15;330;128210;(52446) 2672-BSA.MAN. 22.9 X 32.4 CAJA X 250 U CANT:100000;;229;0
FAM 52447;;10 PQ (2532) BOLSAS X 100 MAN. REC. 22,9X32,4 (128214);200000.0;2025-01-15;128214;MAQ903;6532;200000.0;2025-01-15;903;128214;(52447) 6532-10 PQ (2532) BOLSAS X 100 MAN. REC. 22,9X32,4 CANT:200000;;229;0
FAM 52447;;BOLSA KRAFT 70 GRS 229X324 CONFECCIONADA (128213);200000.0;2025-01-15;128213;MAQ330;6532CF;200000.0;2025-01-15;330;128213;(52447) 6532CF-BOLSA KRAFT 70 GRS 229X324 CONFECCIONADA CANT:200000;;0;0
FAM 52448;;10 PQ (2632) BOLSAS X100 MANILA 22,9X32,4 CM (128220);200000.0;2025-01-15;128220;MAQ903;6632;200000.0;2025-01-15;903;128220;(52448) 6632-10 PQ (2632) BOLSAS X100 MANILA 22,9X32,4 CM CANT:200000;;229;0
FAM 52448;;BOLSA MANILA 70 GRS 229X324 CONFECCIONADA (128218);200000.0;2025-01-15;128218;MAQ330;6632CF;200000.0;2025-01-15;330;128218;(52448) 6632CF-BOLSA MANILA 70 GRS 229X324 CONFECCIONADA CANT:200000;;0;0
FAM 52449;;BSA.MAN. 22.9 X 32.4 CAJA X 250 U (128223);100000.0;2025-01-15;128223;MAQ330;2672;100000.0;2025-01-15;330;128223;(52449) 2672-BSA.MAN. 22.9 X 32.4 CAJA X 250 U CANT:100000;;229;0
FAM 52450;;10 PQ (2532) BOLSAS X 100 MAN. REC. 22,9X32,4 (128227);250000.0;2025-01-15;128227;MAQ903;6532;250000.0;2025-01-15;903;128227;(52450) 6532-10 PQ (2532) BOLSAS X 100 MAN. REC. 22,9X32,4 CANT:250000;;229;0
FAM 52450;;BOLSA KRAFT 70 GRS 229X324 CONFECCIONADA (128226);250000.0;2025-01-15;128226;MAQ330;6532CF;250000.0;2025-01-15;330;128226;(52450) 6532CF-BOLSA KRAFT 70 GRS 229X324 CONFECCIONADA CANT:250000;;0;0
FAM 52451;;FS*1 BOLSA 300X400 OBRA 80 GRS CONFECCIONADA (128229);12500.0;2025-01-15;128229;MAQ310;2720CF;12500.0;2025-01-15;310;128229;(52451) 2720CF-FS*1 BOLSA 300X400 OBRA 80 GRS CONFECCIONADA CANT:12500;;0;0
FAM 52452;;BSA.MAN. 27,0 X 37,0 CAJA X 250 U (128232);250000.0;2025-01-15;128232;MAQ249;2669;250000.0;2025-01-15;249;128232;(52452) 2669- BSA.MAN. 27,0 X 37,0 CAJA X 250 U CANT:250000;;270;0
FAM 52453;;10 PQ (2529) BOLSAS X 100 MAN. REC. 27,0X37,0 (128234);150000.0;2025-01-15;128234;MAQ903;6529;150000.0;2025-01-15;903;128234;(52453) 6529-10 PQ (2529) BOLSAS X 100 MAN. REC. 27,0X37,0 CANT:150000;;270;0
